,AT,V,AP,RH,EP
4521,20.86,57.32,1010.24,76.64,446.48
4522,22.84,71.25,1001.9,96.45,433.85
4523,24.65,64.63,1020.52,53.45,446.04
4524,30.15,67.32,1013.83,32.8,436.92
4525,17.8,43.72,1008.71,78.5,458.92
4526,10.95,40.81,1016.19,77.96,474.36
4527,19.4,49.69,1012.89,75.53,455.6
4528,26.09,49.3,1003.79,66.19,439.82
4529,28.76,60.23,1010.03,58.24,437.42
4530,28.91,70.72,1009.7,67.5,439.94
4531,12.0,41.17,1019.48,58.71,474.4
4532,25.71,71.14,1010.02,66.39,432.46
4533,18.78,63.09,1019.22,80.2,452.86
4534,22.97,64.15,1021.0,70.61,450.07
4535,13.17,38.91,1016.55,74.47,470.63
4536,13.61,41.16,1020.49,75.09,462.67
4537,30.34,68.08,1010.85,49.4,428.34
4538,31.02,70.4,1006.24,77.86,431.37
4539,12.6,41.74,1022.13,67.89,474.23
4540,18.81,49.15,1020.79,67.09,459.81
4541,20.17,58.12,1015.41,79.47,455.25
4542,7.61,41.26,1009.05,97.32,480.68
4543,24.55,57.5,1015.36,62.45,447.3
4544,12.77,36.71,1013.29,86.4,475.59
4545,29.5,72.86,1004.63,52.17,439.43
4546,7.26,41.22,1014.86,97.82,488.75
4547,15.74,71.14,1019.65,65.94,457.29
4548,21.79,58.2,1017.21,66.74,446.94
4549,9.18,39.42,1025.41,69.46,473.78
4550,20.24,58.41,1013.73,99.59,449.49
4551,22.31,51.19,1009.38,79.72,444.74
4552,16.63,39.16,1005.85,72.02,460.29
4553,21.46,74.87,1009.23,86.58,445.5
4554,21.06,62.91,1011.92,75.52,455.22
4555,28.86,73.4,1011.37,58.76,439.33
4556,26.6,61.41,1012.35,54.42,451.4
4557,13.67,44.92,1023.6,85.35,467.71
4558,18.1,48.06,1015.47,82.47,454.04
4559,22.59,66.54,1005.11,92.62,436.69
4560,29.78,70.98,1007.82,77.59,436.32
4561,22.25,59.8,1016.79,69.02,451.64
4562,30.38,74.16,1007.44,74.77,432.84
4563,16.58,44.68,1021.5,83.38,458.87
4564,11.72,40.92,1023.35,88.55,465.88
4565,23.25,63.86,1017.82,59.64,445.12
4566,10.23,41.46,1020.45,84.95,480.87
4567,25.33,48.6,1002.54,68.45,442.48
4568,5.48,40.07,1019.63,65.62,495.76
4569,23.74,49.21,1012.78,42.5,447.67
4570,27.22,66.49,1013.45,42.41,437.24
4571,18.83,58.46,1016.85,87.16,449.63
4572,33.83,67.9,1005.94,29.86,428.12
4573,24.77,58.41,1013.78,80.57,446.27
4574,28.55,74.33,1011.77,73.34,426.48
4575,25.61,52.36,1014.1,62.9,451.42
4576,10.38,37.73,1021.5,75.02,475.02
4577,27.35,69.48,1008.51,65.81,432.31
4578,4.49,38.44,1015.47,76.96,485.78
4579,22.49,58.71,1009.75,76.43,443.33
4580,12.04,40.1,1014.42,89.65,474.28
4581,27.39,69.14,1008.82,78.35,435.22
4582,21.73,50.32,1008.51,84.62,442.1
4583,7.64,40.02,1031.58,71.19,479.43
4584,33.38,71.06,1008.1,64.83,430.98
4585,8.96,40.05,1015.91,89.4,467.24
4586,22.31,70.32,1009.22,89.53,437.83
4587,12.57,43.8,1023.2,56.85,466.68
4588,14.57,25.88,1008.92,69.16,464.11
4589,14.22,48.6,1006.26,88.05,459.69
4590,15.14,37.85,1010.33,84.3,468.31
4591,24.29,62.91,1013.04,65.85,442.18
4592,14.24,39.52,1018.22,77.19,468.51
4593,14.85,44.63,1020.67,75.76,460.06
4594,7.89,39.37,1016.28,84.66,483.82
4595,14.04,40.56,1018.4,65.79,472.98
4596,30.18,68.24,1009.31,64.06,427.38
4597,14.07,46.18,1017.77,87.83,465.05
4598,18.23,45.01,1012.24,73.86,454.06
4599,22.99,61.02,1009.88,81.56,440.85
4600,16.3,38.73,1001.79,73.45,465.7
4601,27.37,72.58,1008.16,79.94,428.05
4602,24.82,59.27,1012.76,72.34,444.81
4603,19.41,49.39,1020.84,81.89,449.24
4604,16.63,53.82,1015.18,66.09,458.29
4605,6.67,36.08,1022.31,83.51,486.52
4606,22.69,54.2,1012.92,65.55,444.26
4607,24.43,67.25,1017.99,74.27,436.5
4608,12.85,40.35,1011.29,81.27,472.69
4609,23.15,66.48,1003.71,76.0,435.62
4610,27.35,77.95,1017.43,73.36,437.61
4611,13.8,45.08,1023.99,79.72,466.71
4612,7.71,38.06,1021.0,83.47,482.78
4613,33.82,72.29,1008.67,46.95,432.13
4614,18.61,47.83,1006.43,78.89,454.21
4615,17.8,46.48,1007.27,81.31,452.66
4616,27.1,52.84,1006.28,53.85,439.08
4617,15.36,41.35,1002.4,91.67,465.01
4618,20.25,63.91,1009.27,97.97,448.37
4619,11.6,39.96,1011.65,80.79,473.22
4620,13.95,71.14,1019.76,75.51,461.18
4621,21.99,51.19,1009.19,82.58,446.93
4622,28.1,61.02,1011.28,59.05,437.5
4623,10.94,39.04,1021.81,86.02,479.2
4624,20.04,49.39,1020.62,78.84,449.63
4625,17.57,43.7,1015.53,67.22,463.64
4626,14.43,39.82,1012.56,78.52,470.17
4627,16.37,54.3,1017.94,63.63,459.97
4628,13.82,40.2,1013.19,90.11,466.99
4629,10.37,37.5,1013.19,79.25,473.1
4630,28.02,71.77,1006.5,72.41,428.58
4631,29.98,47.93,1002.46,42.73,438.79
4632,16.55,41.93,1022.71,42.73,466.77
4633,19.12,50.16,1011.52,99.71,451.49
4634,22.07,70.72,1010.52,82.96,442.88
4635,25.51,67.69,1004.53,80.03,433.02
4636,13.83,43.22,1010.62,70.8,464.39
4637,21.08,63.13,1013.53,98.0,443.51
4638,16.74,39.16,1005.68,71.17,460.47
4639,21.04,54.2,1012.26,85.61,443.41
4640,28.97,73.5,1010.47,48.24,435.22
4641,17.45,50.9,1012.16,83.8,458.67
4642,20.82,57.76,1019.15,72.46,454.62
4643,7.64,41.17,1020.01,75.14,488.53
4644,24.85,71.98,1005.97,95.09,433.64
4645,12.69,40.71,1021.62,80.19,477.14
4646,18.32,66.86,1012.02,70.0,454.46
4647,26.13,79.74,1005.61,90.27,431.29
4648,18.99,59.27,1012.15,89.39,453.4
4649,28.31,70.32,1007.88,47.0,432.5
4650,31.7,70.36,1006.26,58.18,438.38
4651,10.18,35.76,1019.71,66.7,473.31
4652,22.49,62.52,1016.57,63.69,451.87
4653,16.98,44.85,1015.48,51.77,464.27
4654,14.1,42.18,1015.05,78.25,463.3
4655,12.27,41.17,1019.41,58.1,475.13
4656,31.19,68.3,1014.86,39.1,430.48
4657,13.32,43.22,1009.45,75.3,466.83
4658,24.26,61.02,1009.78,76.68,442.86
4659,27.33,73.18,1012.26,82.18,429.38
4660,30.97,74.22,1007.93,49.74,431.58
4661,21.71,60.77,1017.95,85.07,444.59
4662,22.26,60.37,1008.14,92.37,441.33
4663,27.75,77.24,1007.48,78.37,433.57
4664,30.71,68.24,1006.15,34.15,429.41
4665,26.42,71.06,1008.12,87.32,435.6
4666,10.4,45.01,1018.58,93.48,470.79
4667,12.68,40.69,1014.46,79.77,475.37
4668,8.9,39.96,1026.31,95.46,474.49
4669,30.93,71.85,1008.63,58.47,427.82
4670,30.35,77.17,1009.55,63.62,432.75
4671,23.49,64.63,1020.75,65.16,450.28
4672,19.77,56.65,1020.67,66.33,457.09
4673,23.18,51.43,1011.56,81.83,449.94
4674,32.11,78.05,1010.36,58.78,431.31
4675,23.96,46.93,1013.98,47.22,450.86
4676,20.32,39.72,1002.0,51.71,458.8
4677,29.08,67.79,1010.91,55.96,442.78
4678,32.63,73.88,1005.64,52.56,435.75
4679,18.32,42.18,1002.27,95.99,458.46
4680,14.17,42.99,1007.38,78.88,470.68
4681,16.49,49.39,1018.1,93.13,461.54
4682,19.23,41.67,1012.53,48.86,465.66
4683,26.24,51.43,1011.32,59.52,447.91
4684,10.92,40.92,1021.84,83.03,467.05
4685,31.87,71.22,1006.16,45.66,437.0
4686,10.05,41.17,1018.98,83.71,481.38
4687,14.75,40.66,1016.7,81.65,463.83
4688,18.26,60.95,1016.94,78.91,457.03
4689,17.34,44.78,1007.81,56.38,454.97
4690,16.76,43.77,1012.25,77.95,457.0
4691,6.33,39.33,1012.06,93.16,492.22
4692,29.17,64.79,1016.43,61.05,441.2
4693,20.32,44.6,1015.16,36.35,460.21
4694,23.64,63.31,1014.5,61.83,440.7
4695,32.09,69.4,1003.1,56.91,430.62
4696,29.83,62.66,1007.98,47.07,438.71
4697,22.29,56.89,1014.39,84.89,441.9
4698,30.66,73.77,1003.13,78.09,430.0
4699,24.8,59.87,1018.79,60.79,441.0
4700,21.33,50.32,1008.58,85.3,442.44
4701,28.9,68.84,1011.64,64.44,437.06
4702,10.31,44.63,1020.55,88.62,471.78
4703,32.31,62.04,1010.45,38.01,449.65
4704,25.66,71.77,1006.76,84.76,429.25
4705,15.93,25.88,1009.45,72.83,462.7
4706,8.86,36.71,1025.64,79.65,478.88
4707,25.44,70.17,1000.65,91.89,433.02
4708,23.21,58.66,1012.24,65.31,450.92
4709,14.24,39.99,1009.3,83.75,466.2
4710,8.46,39.66,1015.14,85.38,484.16
4711,24.11,68.63,1014.34,45.28,448.45
4712,16.0,44.9,1020.5,80.89,461.5
4713,25.56,60.32,1016.28,59.84,445.01
4714,20.12,69.45,1013.23,88.48,442.89
4715,22.82,60.08,1017.95,65.71,450.86
4716,19.65,57.85,1011.73,93.89,450.5
4717,32.48,62.04,1010.39,38.05,446.48
4718,13.73,50.59,1020.44,85.54,459.6
4719,23.43,51.43,1011.31,73.55,444.09
4720,15.18,44.2,1019.6,72.45,462.09
4721,10.59,39.96,1025.87,97.05,468.96
4722,15.5,44.34,1019.21,65.21,468.53
4723,30.14,67.69,1006.54,57.05,426.91
4724,10.69,36.71,1022.08,83.28,472.81
4725,24.5,58.66,1011.54,57.92,451.03
4726,23.25,69.45,1013.85,70.14,437.18
4727,13.21,40.03,1018.12,82.98,469.75
4728,30.88,67.83,1008.97,54.99,425.36
4729,26.04,72.43,1006.82,84.88,432.94
4730,24.91,64.45,1013.02,42.34,450.84
4731,11.98,44.6,1018.59,86.71,470.02
4732,18.01,44.2,1018.84,55.72,456.36
4733,21.46,58.18,1007.45,95.33,444.12
4734,32.86,68.51,1008.43,46.78,432.38
4735,16.5,53.29,1017.7,95.66,458.37
4736,12.41,45.87,1004.78,80.02,468.14
4737,11.48,42.02,1000.29,94.76,471.43
4738,30.08,68.14,1003.99,77.38,425.27
4739,27.66,76.86,1001.31,69.47,436.64
4740,5.96,36.25,1029.4,88.63,488.2
4741,35.77,73.56,1006.36,36.31,430.14
4742,24.56,60.27,1017.63,74.5,440.31
4743,19.7,43.79,1015.93,47.39,464.41
4744,19.83,46.33,1013.27,96.4,451.22
4745,22.61,50.32,1008.41,79.4,444.74
4746,31.88,66.44,1009.25,64.06,427.83
4747,21.7,70.32,1009.12,91.3,438.52
4748,25.72,70.47,1010.44,70.57,434.94
4749,26.51,70.32,1010.3,57.4,431.82
4750,25.2,59.21,1017.54,55.53,444.16
4751,13.1,40.03,1017.79,84.48,470.75
4752,27.0,73.42,1012.2,87.28,432.79
4753,25.84,67.83,1009.26,59.55,433.32
4754,23.76,74.22,1009.2,92.98,437.47
4755,29.69,47.93,1002.85,44.76,438.09
4756,21.69,42.23,1013.05,67.55,461.56
4757,10.33,43.99,1020.7,96.68,474.17
4758,24.19,65.48,1018.8,60.54,443.92
4759,8.27,37.7,1015.09,73.64,479.16
4760,28.15,70.72,1009.76,73.38,436.19
4761,27.18,61.41,1012.17,46.11,449.7
4762,23.71,68.63,1014.54,46.04,449.41
4763,24.82,72.99,1007.81,84.72,435.68
4764,21.09,46.63,1013.03,74.8,453.34
4765,21.19,55.5,1019.83,65.22,455.93
4766,25.95,73.77,1001.35,92.67,432.21
4767,30.7,67.69,1005.92,51.58,429.58
4768,13.49,43.41,1015.75,57.86,461.06
4769,15.79,44.89,1010.19,84.61,458.09
4770,28.57,69.84,1003.57,66.55,433.24
4771,23.48,49.16,1002.7,70.22,445.72
4772,31.0,71.77,1006.29,48.56,431.07
4773,34.96,68.94,1006.17,59.26,431.48
4774,22.53,60.95,1015.12,75.1,449.43
4775,31.41,64.44,1013.84,49.49,439.3
4776,21.86,64.45,1015.83,63.36,457.8
4777,22.41,66.56,1003.3,88.71,435.75
4778,11.87,40.55,1019.06,94.11,473.79
4779,23.93,65.59,1011.09,87.26,444.9
4780,12.39,44.58,1016.38,84.95,475.37
4781,24.74,69.13,1010.69,90.08,431.24
4782,19.31,60.07,1014.86,69.37,453.47
4783,6.3,41.14,1027.45,86.11,481.49
4784,23.09,69.13,1010.93,90.07,436.67
4785,9.24,41.4,1018.34,84.91,477.65
4786,13.65,42.74,1026.58,71.48,468.87
4787,29.77,67.07,1005.82,48.38,433.89
4788,9.2,40.77,1011.88,89.86,479.82
4789,28.87,57.19,1008.09,64.29,435.57
4790,28.22,51.43,1006.06,63.72,438.43
4791,23.27,65.48,1019.05,61.36,443.43
4792,9.82,41.26,1007.71,96.69,478.02
4793,16.83,46.48,1007.21,87.23,455.64
4794,23.18,72.99,1009.01,90.09,439.12
4795,23.59,43.77,1010.85,55.98,448.42
4796,8.95,43.13,1017.56,94.85,479.14
4797,26.54,69.34,1009.5,87.18,435.51
4798,14.16,39.28,1015.63,77.29,471.27
4799,31.54,71.06,1008.4,71.77,431.87
4800,13.48,41.92,1030.2,65.96,463.9
4801,13.74,41.16,1010.74,87.69,473.19
4802,23.7,66.56,1002.07,85.19,436.94
4803,22.35,57.76,1017.92,68.18,453.74
4804,21.96,58.79,1010.51,87.32,448.89
4805,28.66,74.93,1014.04,51.26,440.79
4806,16.37,52.9,1015.14,73.11,461.15
4807,30.81,71.97,1008.36,75.0,430.53
4808,22.84,50.05,1005.59,79.49,442.85
4809,32.84,77.95,1014.68,45.8,431.97
4810,30.18,65.74,1012.63,47.74,441.65
4811,28.3,64.33,1011.23,68.88,441.51
4812,22.52,64.27,1014.34,82.77,445.4
4813,6.59,39.37,1020.34,77.92,488.17
4814,19.89,68.08,1012.65,80.25,448.71
4815,26.42,59.39,1013.95,66.03,438.54
4816,23.45,69.04,1010.5,80.77,442.48
4817,15.24,48.6,1007.08,86.49,459.85
4818,5.68,40.35,1012.11,92.86,486.79
4819,10.29,40.56,1017.28,69.13,481.7
4820,32.0,65.74,1011.22,46.16,440.26
4821,9.6,37.73,1021.87,77.75,481.03
4822,25.6,63.76,1010.18,67.43,435.75
4823,32.56,68.14,1004.02,35.04,425.11
4824,19.26,58.46,1015.74,84.64,450.66
4825,13.33,38.47,1015.42,58.27,466.26
4826,23.5,59.21,1018.29,63.0,443.31
4827,13.66,45.0,1021.97,79.04,473.12
4828,12.46,40.73,1017.53,93.47,464.7
4829,28.77,75.23,1010.01,59.0,437.93
4830,31.68,68.24,1005.29,37.34,427.22
4831,10.31,39.82,1012.87,88.71,480.61
4832,10.04,41.62,1013.36,95.17,463.87
4833,25.6,63.9,1013.16,53.19,451.44
4834,19.55,39.39,1013.55,57.82,464.36
4835,17.82,65.94,1013.44,88.13,452.82
4836,28.21,70.8,1010.45,77.92,435.99
4837,25.77,59.39,1014.76,69.99,438.64
4838,17.54,44.58,1016.56,79.0,465.51
4839,22.75,58.86,1016.0,67.34,448.32
4840,10.2,41.17,1019.56,82.46,479.7
4841,28.34,63.77,1013.7,61.13,439.75
4842,14.78,54.3,1016.96,68.53,463.75
4843,20.9,67.07,1005.43,82.85,443.46
4844,14.37,40.56,1021.67,68.18,470.19
4845,23.89,50.16,1004.88,73.94,444.99
4846,29.66,59.22,1013.25,61.2,441.58
4847,28.55,72.43,1007.2,65.82,430.06
4848,21.94,50.32,1008.44,86.98,444.89
4849,10.95,39.22,1015.69,62.3,474.07
4850,21.76,47.93,1005.34,86.28,444.77
4851,25.05,58.59,1013.37,66.14,442.93
4852,22.95,45.61,1013.65,73.92,457.91
4853,8.49,39.61,1021.05,87.74,483.94
4854,7.1,35.77,1015.39,92.1,480.36
4855,11.72,40.35,1012.08,83.98,476.41
4856,11.72,39.18,1024.19,68.53,468.98
4857,11.45,41.17,1017.98,84.64,476.0
4858,23.36,59.15,1013.71,86.64,442.53
4859,26.2,71.73,1010.14,76.14,430.89
4860,29.01,70.04,1010.02,57.35,430.26
4861,30.76,73.17,1009.89,50.43,430.98
4862,27.91,64.79,1017.7,48.29,440.53
4863,10.87,42.02,1002.08,95.22,472.63
4864,12.61,41.79,1015.82,91.9,461.37
4865,23.83,49.21,1012.93,46.79,446.23
4866,26.68,62.91,1012.33,60.78,441.04
4867,23.83,64.15,1020.93,63.86,447.95
4868,18.0,43.7,1015.4,61.28,464.26
4869,12.65,44.34,1019.4,71.45,468.8
4870,29.13,68.3,1014.96,37.08,437.25
4871,18.49,41.1,1001.9,59.99,460.76
4872,16.39,58.59,1014.58,90.34,455.05
4873,32.96,73.03,1013.56,54.03,438.93
4874,19.79,51.19,1008.77,94.72,447.96
4875,21.04,50.32,1008.41,90.19,446.33
4876,17.35,39.72,1003.0,64.62,459.83
4877,31.98,70.17,999.43,59.42,430.92
4878,19.36,44.6,1016.25,45.65,464.56
4879,23.33,73.18,1012.51,91.29,436.33
4880,16.73,45.0,1023.44,60.68,467.08
4881,8.57,41.17,1020.18,72.47,484.2
4882,25.28,49.5,1013.95,52.79,454.01
4883,22.66,68.3,1017.73,86.92,431.27
4884,17.35,39.39,1013.18,67.67,467.85
4885,18.14,67.71,1003.82,95.69,442.45
4886,12.19,40.05,1014.77,84.39,473.92
4887,10.11,39.72,1019.1,69.68,476.8
4888,23.24,63.78,1017.1,63.8,446.95
4889,31.93,72.58,1006.9,56.27,425.14
4890,24.86,60.77,1016.85,71.24,440.68
4891,26.33,60.06,1005.86,41.57,450.16
4892,12.31,40.64,1020.71,94.6,475.65
4893,29.6,67.79,1010.37,51.05,442.43
4894,15.25,52.9,1014.86,76.87,463.93
4895,5.53,35.79,1013.48,94.19,484.25
4896,10.8,41.39,1019.74,74.08,478.75
4897,10.24,41.58,1021.17,94.34,465.86
4898,28.36,68.08,1013.34,42.82,434.54
4899,33.96,68.94,1006.93,47.39,427.06
4900,33.27,66.44,1010.63,43.47,430.11
4901,12.17,49.83,1008.05,96.44,469.52
4902,27.86,61.5,1009.23,46.19,439.49
4903,22.36,58.79,1011.77,87.51,446.49
4904,12.57,41.66,1009.11,70.74,475.61
4905,31.09,64.05,1011.32,61.14,440.62
4906,30.21,79.74,1006.82,54.03,430.83
4907,19.92,63.31,1015.02,82.71,443.54
4908,16.17,46.97,1014.22,85.8,456.08
4909,31.2,68.24,1005.71,34.84,428.67
4910,8.7,36.24,1013.34,89.5,478.69
4911,5.98,38.91,1016.5,91.83,488.85
4912,19.8,57.25,1010.84,88.9,451.75
4913,26.45,74.33,1013.81,61.7,433.16
4914,20.51,63.09,1016.39,92.99,445.86
4915,29.71,71.85,1008.81,70.86,428.49
4916,18.03,53.16,1013.02,81.95,456.55
4917,15.32,45.01,1013.3,83.72,459.31
4918,6.53,42.85,1012.65,91.6,480.98
4919,12.61,43.22,1013.41,78.94,466.85
4920,15.95,49.25,1019.04,88.51,463.4
4921,23.33,54.2,1012.47,79.48,440.11
4922,23.94,51.95,1008.18,71.87,451.84
4923,19.34,64.79,1018.03,84.77,454.59
4924,31.11,72.25,1012.34,44.45,434.22
4925,17.57,62.1,1019.51,86.14,453.3
4926,17.31,44.71,1017.43,35.4,463.05
4927,31.16,67.45,1014.69,32.25,428.35
4928,10.05,40.46,1018.71,67.38,469.06
4929,10.23,42.07,1017.93,91.1,475.14
4930,16.31,42.28,1007.45,77.77,466.49
4931,30.74,73.67,1005.79,57.89,428.92
4932,31.38,71.32,1009.17,60.42,433.44
4933,27.9,63.13,1011.8,70.04,439.76
4934,3.96,35.47,1016.79,83.81,489.68
4935,12.37,43.22,1009.1,76.06,468.49
4936,15.28,48.14,1012.55,69.65,460.75
4937,16.85,49.78,1005.61,100.1,455.33
4938,18.82,61.27,1019.5,72.23,455.29
4939,26.06,49.02,1007.59,74.08,437.9
4940,19.62,58.79,1017.59,87.39,446.29
4941,8.79,40.67,1019.5,66.3,489.02
4942,30.7,71.58,1010.0,48.96,429.27
4943,21.19,67.71,1006.65,56.28,441.71
4944,14.11,45.08,1023.27,83.22,464.7
4945,26.19,65.61,1014.51,54.52,443.73
4946,32.63,74.99,1002.42,40.07,432.79
4947,7.67,35.77,1017.55,60.97,480.06
4948,19.65,63.91,1009.26,99.08,444.9
4949,18.83,48.98,1016.33,74.23,453.28
4950,13.41,40.89,1010.85,89.61,472.4
4951,27.14,71.32,1007.8,87.99,431.96
4952,13.21,41.2,1016.63,74.1,474.26
4953,25.2,57.5,1015.19,59.62,446.26
4954,31.07,73.5,1010.58,43.66,432.06
4955,4.71,39.42,1026.4,84.42,481.28
4956,14.24,39.58,1011.17,70.45,469.94
4957,10.62,39.58,1011.9,87.85,479.91
4958,8.88,36.66,1026.61,76.16,480.2
4959,23.25,63.78,1016.01,72.01,448.82
4960,5.18,40.27,1010.84,81.64,489.1
4961,30.3,73.9,1006.72,55.13,440.79
4962,9.38,44.77,1020.41,85.26,473.9
4963,29.28,65.71,1013.76,48.05,445.49
4964,21.12,63.91,1009.33,96.14,447.64
4965,26.52,73.21,1002.3,95.38,437.02
4966,4.81,42.85,1013.96,86.94,479.8
4967,6.76,37.49,1011.66,80.91,484.85
4968,27.09,49.3,1003.93,61.0,437.44
4969,33.2,73.88,1005.67,48.48,438.12
4970,10.48,40.22,1004.81,92.16,477.78
4971,7.21,42.03,1017.81,90.12,482.26
4972,19.02,49.25,1019.75,58.29,453.49
4973,26.88,79.74,1006.54,93.7,434.77
4974,14.19,43.71,1024.38,83.03,467.8
4975,15.22,50.88,1014.19,100.12,460.44
4976,23.17,62.39,1008.04,89.42,439.29
4977,17.69,46.36,1019.55,86.64,462.81
4978,18.48,52.05,1012.41,68.2,458.62
4979,14.22,39.39,1014.16,80.22,470.98
4980,25.95,69.51,1009.36,66.82,434.38
4981,13.57,39.39,1014.01,82.12,471.44
4982,6.52,39.85,1012.55,86.36,483.01
4983,29.25,72.99,1006.85,61.15,429.12
4984,25.79,70.4,1007.11,86.03,437.98
4985,25.75,60.95,1014.75,53.3,443.73
4986,28.31,71.85,1009.0,77.56,429.57
4987,24.24,70.32,1009.38,82.83,436.45
4988,28.73,68.24,1008.31,56.85,430.63
4989,34.62,69.05,1000.68,38.35,425.41
4990,23.57,70.04,1011.06,82.79,437.53
4991,14.51,42.77,1017.47,81.95,463.37
4992,4.59,39.33,1010.85,71.78,494.9
4993,24.31,44.05,1006.16,73.3,442.69
4994,9.53,38.18,1018.43,75.33,476.54
4995,26.99,68.12,1011.45,58.48,436.95
4996,29.38,74.9,1003.25,72.19,433.74
4997,12.82,38.62,1018.71,83.8,467.41
4998,29.84,58.9,1005.24,56.18,440.93
4999,10.26,43.14,1019.68,98.97,466.75
5000,20.57,42.8,1013.1,75.48,460.43
5001,25.3,58.46,1015.91,69.71,439.25
5002,24.56,71.94,1006.81,89.59,437.97
5003,20.01,52.9,1018.05,58.88,455.57
5004,11.54,40.05,1014.78,87.05,474.29
5005,6.86,41.17,1020.12,79.14,490.23
5006,13.11,41.58,1020.43,74.32,460.44
5007,10.45,39.69,1003.92,89.45,472.54
5008,26.72,67.79,1010.35,63.31,444.68
5009,30.12,74.16,1013.13,63.56,433.08
5010,14.94,41.35,1004.82,98.04,466.73
5011,15.39,42.28,1007.35,81.35,467.3
5012,12.83,41.67,1012.84,84.29,474.81
5013,13.93,38.91,1013.04,73.51,470.39
5014,30.27,70.32,1007.93,51.61,430.22
5015,27.76,75.33,1003.69,79.62,433.03
5016,23.24,45.01,1012.21,45.23,457.01
5017,14.8,58.2,1018.29,85.11,455.14
5018,25.2,65.59,1013.0,71.34,439.14
5019,32.53,77.95,1014.76,58.1,434.44
5020,23.36,62.52,1016.18,68.18,448.37
5021,23.48,70.79,1006.7,88.57,432.25
5022,29.04,76.09,1007.52,75.44,430.32
5023,27.44,59.74,1010.99,56.42,452.0
5024,10.03,42.02,998.6,99.9,471.07
5025,4.0,39.9,1008.46,97.21,490.68
5026,24.96,74.99,1008.25,80.52,440.91
5027,17.48,52.9,1020.03,76.47,458.34
5028,13.26,41.74,1021.89,63.32,473.44
5029,30.28,70.98,1007.51,74.28,432.64
5030,30.3,69.51,1011.8,50.43,431.12
5031,7.64,41.17,1020.01,75.14,488.53
5032,24.14,62.66,1007.33,73.27,439.93
5033,28.87,71.97,1008.74,82.61,435.86
5034,17.3,46.21,1013.56,87.57,456.77
5035,18.87,44.06,1013.42,68.78,451.4
5036,29.13,62.26,1010.51,52.94,436.37
5037,18.26,69.94,1004.1,97.39,443.59
5038,13.03,42.86,1014.39,86.25,475.03
5039,12.47,45.01,1017.8,95.25,467.18
5040,15.52,42.86,1015.09,83.48,467.12
5041,29.86,69.34,1009.61,61.27,438.5
5042,25.96,63.78,1016.95,49.47,443.8
5043,8.04,41.92,1029.7,92.21,482.58
5044,29.12,58.84,1001.31,52.86,446.51
5045,23.74,72.43,1007.99,91.36,437.55
5046,27.46,68.08,1013.06,46.49,433.72
5047,25.51,73.56,1006.59,96.63,437.07
5048,14.42,44.88,1019.35,59.17,462.72
5049,24.79,67.83,1009.32,61.46,438.36
5050,14.51,41.79,1009.72,80.62,459.14
5051,19.09,66.51,1015.11,76.38,458.41
5052,21.24,60.84,1017.99,82.22,445.71
5053,4.08,35.19,1018.87,97.07,489.44
5054,17.4,44.9,1020.5,77.11,457.75
5055,26.68,59.92,1009.94,70.57,438.67
5056,20.5,49.69,1009.6,70.81,452.94
5057,23.57,64.15,1020.95,68.19,450.08
5058,22.69,65.18,1012.47,80.9,441.18
5059,29.09,67.07,1005.99,41.39,429.93
5060,21.43,63.47,1011.95,94.47,448.17
5061,14.86,44.71,1018.3,49.46,466.38
5062,17.53,44.9,1020.5,71.1,457.61
5063,9.15,44.03,1012.45,81.67,474.26
5064,24.19,46.21,1010.79,62.04,440.87
5065,8.89,41.54,1019.27,82.87,483.82
5066,4.61,40.27,1012.32,77.28,492.85
5067,11.01,40.05,1015.46,89.22,474.2
5068,29.9,74.99,1002.28,59.76,436.77
5069,16.87,52.05,1012.7,71.63,460.31
5070,30.97,67.9,1005.98,55.6,428.26
5071,31.01,67.83,1007.95,43.57,429.46
5072,16.03,65.46,1013.96,87.56,455.17
5073,24.99,58.79,1016.37,67.16,439.2
5074,31.01,67.69,1005.06,46.16,426.64
5075,27.77,63.9,1013.62,51.43,441.3
5076,17.44,44.88,1018.05,68.35,465.72
5077,14.2,45.51,1015.36,74.85,465.35
5078,18.43,56.03,1020.41,60.55,465.17
5079,22.91,61.86,1012.8,92.69,441.24
5080,14.89,39.82,1013.23,82.49,470.19
5081,22.28,60.27,1018.98,84.12,443.44
5082,30.68,73.67,1005.63,57.05,429.64
5083,30.48,70.04,1010.73,53.7,429.85
5084,18.3,37.2,1012.23,68.09,470.42
5085,14.17,43.13,1014.94,48.62,471.08
5086,13.98,44.58,1016.48,77.59,473.01
5087,20.54,68.12,1012.23,81.06,440.28
5088,11.44,43.13,1014.88,63.88,477.57
5089,15.15,37.64,1014.37,89.82,463.98
5090,12.58,39.72,1018.08,64.25,469.38
5091,12.8,41.16,1022.43,86.19,462.72
5092,10.57,37.73,1024.36,70.29,474.65
5093,24.14,63.21,1012.28,89.08,440.74
5094,26.76,71.94,1008.81,64.62,432.49
5095,21.06,67.07,1004.9,84.09,446.44
5096,10.25,41.46,1020.65,87.07,481.94
5097,6.16,39.48,1004.85,59.68,484.55
5098,10.05,41.58,1021.35,95.19,469.03
5099,26.02,74.78,1010.04,72.78,439.82
5100,27.2,59.74,1011.99,56.74,440.13
5101,15.09,40.89,1010.15,92.0,466.47
5102,8.46,40.8,1023.57,81.27,485.06
